"year","age","gender","uli","region"
1,39,"male",34.5558207228334,"south"
6,32,"male",41.6,"south"
2,31,"male",48.1588826441141,"south"
2,32,"male",35.2137912024025,"north"
3,33,"male",42.4187809183656,"south"
2,34,"female",45.3183765871134,"north"
3,37,"male",15.0376722789333,"north"
2,37,"male",37.4542666147497,"south"
6,34,"male",81.1,"north"
6,31,"female",51.7,"north"
1,34,"male",76.1992283483824,"south"
3,39,"female",46.7224066447616,"south"
3,38,"male",23.968954063076,"south"
3,36,"male",42.4088709521645,"south"
3,33,"male",69.4705039483718,"north"
2,32,"female",39.9542557087526,"north"
2,35,"male",68.3601811568699,"south"
2,34,"female",56.8978467429795,"south"
6,35,"male",39.7,"north"
2,30,"male",59.0413703589538,"south"
2,36,"male",29.4842266313617,"south"
6,32,"male",51.1818664313302,"north"
1,39,"female",69.441129555163,"south"
6,31,"female",56.7,"north"
3,30,"male",53.9191406066165,"north"
3,30,"male",24.4463128303713,"south"
2,37,"male",70.5468526759134,"north"
3,38,"male",56.7654090663178,"south"
3,35,"male",46.7082397709901,"south"
3,33,"male",76.5580385086767,"south"
3,38,"female",61.7164248761718,"north"
3,30,"male",60.0978171280191,"south"
1,30,"male",51.4270263942838,"north"
6,31,"female",61.8,"south"
3,30,"female",70.8632298405244,"north"
6,39,"male",56.4,"south"
2,38,"male",25.986287362162,"north"
6,35,"female",59,"north"
1,30,"male",63.8474466316709,"north"
1,39,"female",44.1714568031856,"north"
2,35,"female",38.390707054737,"north"
2,33,"male",41.2121349550983,"south"
1,32,"male",56.7490970259835,"north"
2,36,"male",44.4410211539899,"south"
3,33,"female",51.234305311201,"south"
1,30,"male",35.6529819935877,"north"
1,39,"male",23.369090050734,"south"
1,39,"male",43.4261737754642,"south"
3,36,"female",65.6275963793325,"north"
6,36,"female",59.4,"south"
2,30,"male",46.6929866100651,"south"
6,31,"male",63.2,"south"
1,30,"female",55.2798317675211,"north"
2,39,"female",63.0877412549537,"south"
3,30,"male",43.2164170578057,"north"
1,39,"female",70.6856111260942,"north"
1,31,"male",28.390765261127,"north"
1,33,"male",58.220088343542,"north"
1,35,"male",31.8822646533834,"north"
3,39,"male",51.3633912090858,"north"
1,30,"male",51.7086640993353,"north"
2,30,"male",51.2961326950426,"north"
3,37,"female",55.0242041509619,"north"
2,31,"male",19.9223323486295,"north"
3,38,"female",33.4490454451843,"south"
3,33,"female",46.9306331077864,"north"
2,35,"female",52.5417741676542,"south"
1,30,"female",68.9992938648923,"north"
1,30,"female",76.2971480187696,"north"
6,38,"male",41.313794092333,"north"
2,36,"female",58.7175523475971,"south"
6,34,"male",73.1413280474517,"north"
3,33,"male",34.6410252772934,"south"
6,36,"female",47.1,"north"
3,38,"male",52.6248642552593,"south"
2,34,"male",35.5564043144544,"north"
3,33,"female",51.5255352181043,"north"
3,37,"female",67.518156173264,"south"
1,32,"female",56.0847345391468,"south"
2,34,"female",63.0048491707526,"north"
3,33,"female",58.6335212880631,"north"
3,31,"female",74.9991234181361,"south"
6,31,"female",54.6,"north"
3,36,"female",55.9857619482774,"south"
1,32,"female",44.6860177851364,"south"
1,37,"male",61.9411056642355,"south"
2,38,"male",39.2777460044052,"north"
2,35,"male",79.456100631293,"south"
3,37,"male",52.1807614419147,"south"
6,36,"male",52,"south"
6,37,"male",36.1,"south"
6,37,"male",61.5,"south"
6,35,"female",41.3934714211293,"north"
2,38,"male",46.7530595614235,"south"
1,31,"male",48.5778901895442,"south"
3,33,"male",36.5099964348272,"south"
3,32,"male",62.3834675143351,"south"
6,37,"female",76.7,"north"
2,32,"female",72.0478292739974,"south"
6,35,"female",39.4,"north"
6,32,"female",58.2,"south"
6,38,"female",45.3,"south"
1,38,"female",47.8301268653857,"south"
1,34,"female",60.3569479053494,"north"
2,34,"female",80.6542156899677,"north"
6,36,"male",69.9,"north"
3,32,"female",30.0310728720379,"south"
2,36,"female",55.4346317526677,"south"
2,38,"male",24.7620981798148,"south"
3,31,"male",65.9904511117358,"south"
1,34,"female",72.7986395034115,"south"
3,34,"female",54.6512786641735,"south"
2,39,"female",82.9424350671142,"south"
6,34,"male",82.5,"south"
1,34,"female",50.302293374956,"south"
2,33,"female",50.1118961243287,"north"
3,37,"male",23.061510873149,"south"
3,38,"male",39.7797556872562,"north"
6,36,"female",15.1,"south"
6,37,"female",39.4,"south"
3,30,"female",75.032290104203,"south"
1,34,"male",45.6163172957946,"north"
2,39,"male",48.9765530791677,"north"
3,34,"male",37.9430660603136,"south"
1,34,"male",44.9262449200373,"south"
6,35,"male",45.6,"north"
2,33,"male",54.6571509723483,"south"
2,33,"male",57.9716530909787,"south"
1,33,"male",61.4341327718624,"north"
3,33,"male",57.4875687825688,"north"
6,34,"female",47.7,"north"
1,30,"male",70.0239658665421,"south"
3,39,"female",60.3461743598693,"north"
2,30,"female",62.5079178205025,"north"
3,38,"female",51.0665667758973,"north"
3,33,"female",67.6730527139661,"north"
2,39,"male",40.0202547316237,"north"
6,35,"female",73.5301993145428,"north"
1,35,"male",49.4839822838429,"south"
6,39,"male",32.731740717136,"north"
1,30,"male",48.200213235585,"south"
3,39,"female",52.9255966688179,"north"
2,34,"female",48.2293056263844,"south"
6,34,"female",64.2349936516323,"north"
2,39,"male",24.7643047488149,"north"
2,33,"female",45.5375222065594,"south"
6,30,"male",56.8987683051794,"north"
1,34,"female",54.5199059402609,"south"
6,35,"female",62.3,"south"
6,33,"female",52.2,"north"
1,36,"female",58.0276010983567,"north"
6,34,"female",78.3,"south"
3,37,"male",57.8315609950726,"north"
1,35,"female",50.153615198087,"south"
1,31,"female",67.5398029069754,"north"
3,31,"male",54.372197291142,"north"
6,35,"male",38.6,"south"
2,34,"male",45.9047852493418,"north"
2,35,"female",55.6389848058246,"north"
2,36,"female",77.1884315112282,"north"
2,35,"male",64.5467046958441,"north"
6,39,"female",63,"south"
3,36,"female",56.7489432828982,"north"
1,33,"female",83.4947501782383,"north"
1,33,"female",58.6004190914999,"north"
1,36,"male",58.9340984868967,"south"
6,38,"female",48.1340699207247,"north"
1,38,"male",41.0477115063819,"south"
1,36,"female",65.7396895716999,"south"
3,31,"male",50.0782269475356,"north"
1,34,"male",30.6201761209161,"north"
3,35,"female",59.3898649314846,"north"
1,35,"male",63.8432793788792,"south"
3,35,"female",63.5564903324703,"north"
3,36,"male",43.0736094589455,"south"
3,39,"female",56.6338599429655,"north"
2,35,"male",46.8743255883729,"north"
2,31,"female",41.436224549773,"north"
3,36,"female",68.5099820833,"north"
2,31,"female",60.9766181428433,"north"
3,31,"female",54.2125726690204,"north"
3,39,"female",58.0042787260574,"south"
1,37,"female",67.4230904246529,"north"
3,34,"female",44.2534206220322,"south"
2,33,"female",49.0596567199857,"south"
3,35,"male",49.4489924658415,"south"
6,38,"male",75.3,"north"
3,36,"female",70.058776546346,"south"
1,30,"male",53.4678365109655,"south"
1,33,"female",74.2927719541254,"south"
1,37,"male",34.8336976769056,"north"
1,35,"female",51.1579339045779,"south"
1,37,"male",31.93812949881,"north"
1,39,"male",39.9134032263118,"north"
3,38,"male",53.8002063846191,"north"
6,38,"female",69.3,"south"
3,36,"female",30.2390298851886,"north"
6,37,"female",58.3113614483717,"north"
1,30,"male",34.690642894786,"south"
1,39,"female",64.6134180968025,"south"
1,34,"female",60.452222374071,"north"
6,33,"male",42.5,"south"
6,35,"female",74.3,"south"
3,37,"female",66.3730904246529,"north"
1,31,"male",43.3540338259576,"north"
3,32,"male",57.9661423876851,"north"
2,38,"male",40.9851653678762,"south"
1,38,"female",58.892313408382,"north"
2,34,"male",60.5293850871583,"north"
1,33,"female",74.4617395754678,"north"
3,36,"female",60.7669449891719,"south"
2,39,"female",62.0413437773209,"south"
1,32,"female",63.6396453711821,"north"
3,36,"male",39.1777835126963,"south"
2,30,"female",80.7656356502752,"north"
3,39,"female",76.9238246217597,"north"
3,36,"female",58.3247765491532,"north"
2,30,"female",70.2579766199359,"south"
3,34,"female",52.6717249087121,"south"
1,34,"female",80.5546244524815,"south"
6,30,"female",54.327025390899,"north"
3,32,"female",65.1912719137449,"north"
2,39,"male",66.90939491795,"south"
6,33,"female",48.3,"south"
2,36,"male",49.3612874501968,"south"
2,35,"female",48.687353546493,"north"
2,30,"male",51.3284341384932,"south"
3,32,"female",46.4691647163785,"south"
6,35,"male",19.2,"south"
6,38,"female",61.1,"south"
1,30,"female",47.7135082971791,"north"
3,33,"male",46.1413010671651,"south"
1,38,"female",80.6222577324198,"south"
3,38,"male",44.3013243867672,"south"
3,38,"female",47.7286177583564,"north"
6,37,"male",28.9,"south"
6,31,"female",68.3036892892062,"north"
6,35,"female",62.9,"south"
3,36,"male",37.3061322413447,"south"
2,37,"male",35.8727010382995,"south"
2,37,"male",43.4683899928426,"north"
2,33,"female",66.5836371428817,"north"
6,37,"male",46.8,"south"
1,37,"male",40.7283278624367,"north"
3,37,"male",53.991787549918,"north"
1,38,"male",75.6775282705748,"north"
2,37,"female",50.5381739158844,"north"
1,39,"female",62.4416322976532,"north"
3,36,"male",35.2376787443627,"north"
3,34,"male",34.7647867694554,"north"
2,31,"female",64.0366164332608,"north"
3,32,"male",40.1860259169316,"south"
3,31,"male",59.2308946954556,"south"
2,34,"male",43.9762267333343,"south"
1,38,"female",20.22354259885,"north"
3,34,"male",47.2508359329135,"south"
1,36,"male",46.0691233466512,"north"
6,31,"male",36.6,"south"
6,33,"male",72.2,"north"
6,38,"female",59.7,"north"
1,34,"male",62.5926190587539,"north"
1,31,"female",74.4467153209969,"south"
6,32,"male",47.1,"north"
3,36,"female",70.1149956537122,"north"
1,35,"male",43.8940492032325,"north"
2,31,"male",20.1671146379478,"north"
3,31,"male",50.9388548199814,"north"
1,34,"female",51.7213812944202,"north"
2,39,"female",80.7435191198049,"north"
1,39,"male",19.9805070233001,"south"
6,39,"male",51.2,"south"
2,36,"female",53.7209515172606,"north"
3,31,"female",50.1971203412294,"south"
6,37,"male",48.6,"north"
1,39,"female",68.60573804078,"north"
2,34,"female",56.9095758731942,"north"
3,39,"female",53.8531187683241,"south"
1,38,"female",33.4839695372929,"north"
1,36,"female",57.030288978149,"south"
3,32,"male",49.2168341340792,"north"
3,31,"male",58.8409343818406,"south"
6,31,"female",31.7,"south"
3,38,"female",56.4747229551126,"north"
6,38,"male",42.6,"south"
6,30,"male",24.3,"north"
2,31,"male",17.5418863211768,"north"
1,38,"female",69.3690706157233,"south"
3,35,"female",70.394551543618,"north"
2,30,"male",38.2415824360504,"south"
1,39,"male",74.7471911549391,"north"
1,38,"female",60.9843564437621,"north"
1,34,"male",28.5167991884384,"south"
3,39,"male",38.8057562306377,"south"
2,36,"male",61.3561875975929,"south"
6,32,"male",32.8,"north"
2,35,"female",74.2793153694823,"north"
1,33,"female",54.6711681625909,"south"
2,31,"female",46.5884998751221,"north"
3,30,"male",76.2068240762716,"south"
2,33,"female",59.4270171253925,"north"
2,38,"male",51.3265309656316,"south"
3,31,"female",67.5615894139408,"north"
3,33,"female",60.9301104897107,"south"
6,32,"female",31.1,"south"
1,37,"female",68.6546111862632,"north"
2,36,"male",43.8995069476492,"south"
6,34,"female",75.5,"south"
6,30,"female",42.7,"south"
3,31,"female",63.9653313780577,"south"
6,32,"female",34.6,"north"
3,32,"female",55.8157308850864,"north"
1,35,"female",57.9860967024168,"north"
3,38,"female",82.0065978811155,"south"
2,37,"male",65.6451015567529,"south"
6,37,"male",39,"south"
2,37,"female",32.7193784241243,"north"
1,37,"male",64.2398911815495,"south"
6,34,"female",62.2445298783112,"north"
3,39,"male",53.63186851514,"south"
1,33,"male",45.5388050998656,"south"
6,38,"male",79.9,"north"
1,31,"male",72.4347318282269,"north"
3,32,"female",64.0085966732213,"south"
1,38,"male",51.8741478051221,"south"
1,39,"female",65.146505987721,"south"
2,32,"male",34.1131746994094,"north"
6,33,"male",49.6,"north"
3,36,"female",69.88455582605,"north"
2,39,"male",61.9014741570479,"north"
3,31,"male",40.487170271352,"north"
3,35,"female",48.1933978759638,"south"
6,34,"male",32.6,"north"
6,33,"female",40.5,"north"
2,30,"male",29.1535717540151,"south"
3,34,"female",57.1843789352911,"north"
2,34,"female",30.3195381416469,"south"
6,36,"female",39.8,"south"
6,33,"female",62.4,"north"
2,32,"female",32.0735938944886,"north"
6,39,"male",33.6,"south"
2,39,"female",50.4129950947314,"south"
1,34,"female",43.1775630027415,"north"
1,32,"male",62.3769439735551,"south"
1,36,"male",74.9564069091271,"north"
6,31,"female",72.3,"north"
3,31,"male",56.9618180330976,"north"
1,37,"male",60.8445926379174,"north"
6,33,"female",53.7,"north"
1,30,"female",55.2702145302556,"south"
3,38,"female",59.8679674821825,"north"
1,33,"male",64.3206181303213,"north"
2,31,"female",83.932321861169,"north"
6,31,"male",48.5,"south"
3,31,"male",48.6952481751523,"north"
3,32,"male",48.5870967208127,"north"
6,36,"female",27.6,"south"
1,39,"male",54.8237429958782,"north"
6,39,"male",30.6,"south"
1,33,"female",73.5378422741261,"south"
2,35,"male",26.042311391941,"south"
1,39,"female",79.6517462650831,"north"
1,38,"male",40.8297556872562,"north"
1,36,"female",20.7903147045571,"south"
2,39,"female",79.064434101211,"south"
3,36,"female",57.6541575949365,"north"
2,30,"male",37.0210300363383,"north"
3,38,"male",69.6128338378252,"south"
2,32,"female",59.0472069591755,"north"
6,38,"female",76.0419176609214,"north"
2,38,"female",32.2784746616749,"south"
3,33,"male",56.9251071871943,"south"
3,31,"female",64.8012821107712,"south"
1,38,"male",71.375663735003,"south"
3,30,"female",33.5259435383269,"south"
2,37,"male",43.3477589097695,"south"
1,33,"male",42.9395440143306,"south"
3,36,"male",48.3490962921044,"north"
1,37,"male",61.0483534507152,"north"
3,36,"female",64.2360628808598,"south"
3,35,"male",43.4522237075114,"south"
1,32,"male",63.4152525933543,"north"
2,31,"male",59.9921133229948,"north"
3,32,"female",73.1819170262891,"north"
6,30,"female",77.6,"north"
3,35,"male",42.2079257518544,"north"
2,33,"female",64.577108914076,"north"
3,30,"female",52.5090028843501,"north"
6,30,"male",39.7,"north"
1,34,"male",20.4666915997577,"south"
3,37,"male",66.8473858662183,"south"
3,30,"female",54.3202145302556,"south"
1,34,"female",72.5720558749048,"north"
1,36,"female",73.8238728126359,"north"
2,35,"male",56.559951577229,"north"
6,35,"male",32,"north"
6,34,"male",38.4,"south"
2,38,"female",57.9447617371799,"south"
6,36,"female",71.9,"south"
1,36,"male",46.786456003653,"north"
2,39,"male",58.4994916482701,"south"
6,36,"male",66.6,"south"
1,38,"female",64.7027156735174,"north"
1,38,"male",37.2612679672524,"north"
3,37,"female",42.0129972507241,"south"
1,36,"female",48.1487478374606,"south"
6,35,"male",42.1,"north"
3,35,"female",42.0237820387567,"north"
2,31,"female",47.9327230909366,"south"
3,32,"male",36.4347244493179,"north"
3,38,"female",60.2243264975152,"north"
1,35,"female",52.2480646238253,"south"
6,33,"female",27.7,"north"
2,36,"female",65.8430865670319,"south"
3,30,"female",58.6326369604916,"south"
2,37,"female",71.0785166945939,"north"
1,32,"male",61.4479845912038,"south"
3,38,"male",43.4624844772442,"north"
3,30,"female",32.3295172377746,"south"
6,39,"male",58.3,"south"
1,34,"male",42.7944528389974,"north"
6,31,"female",50.9,"south"
2,31,"male",54.822197291142,"north"
6,32,"female",65.4094971757747,"north"
3,38,"female",43.1464173905446,"south"
2,30,"male",66.2405904780716,"south"
6,33,"female",74.5,"north"
6,39,"female",59.3,"south"
3,31,"male",80.3768009874654,"south"
3,34,"female",47.1406528782754,"south"
1,31,"female",87.2974695700024,"north"
6,35,"male",57.8,"north"
1,30,"female",67.1943713994271,"north"
3,30,"female",21.5651499800479,"south"
1,39,"female",69.7843822334402,"north"
6,36,"male",18.2,"south"
1,39,"male",61.4534754984132,"south"
3,35,"female",77.5385544941072,"north"
6,37,"male",35.9,"north"
6,32,"female",83.0605877785029,"north"
1,35,"male",59.0120948087095,"south"
2,34,"male",34.5735996484853,"south"
1,36,"male",53.8085010041515,"north"
1,38,"male",37.258706965696,"north"
1,36,"male",55.4757691073469,"south"
3,39,"male",54.4374142030665,"south"
2,31,"male",74.7312557964619,"south"
6,38,"female",68.4,"south"
3,38,"female",49.3605402300183,"south"
2,33,"female",59.7626723141394,"south"
1,38,"male",24.2332084947107,"south"
3,39,"female",53.6252329177584,"north"
6,32,"female",69.2,"south"
6,39,"female",51.2,"north"
3,38,"male",45.5291518746721,"south"
6,36,"female",34.4013971866013,"north"
3,30,"female",58.5397541388414,"north"
3,36,"female",63.3191096483058,"north"
2,33,"male",39.430378007454,"south"
2,37,"female",33.3635838992813,"south"
2,37,"female",43.4368314411532,"north"
6,31,"female",63.9,"south"
1,31,"female",49.362517954812,"south"
6,33,"female",39.1,"south"
3,34,"male",79.5189332249119,"south"
6,31,"female",68.1676404761829,"north"
1,38,"female",28.0744377256092,"south"
1,35,"male",71.3702764501289,"north"
1,39,"male",26.2418451769475,"north"
3,35,"male",67.6265706783817,"south"
2,30,"female",67.0827772485015,"north"
6,39,"male",36,"south"
3,33,"female",53.8402096718387,"north"
2,31,"female",73.6114822885364,"south"
6,38,"male",28.9,"south"
1,37,"female",62.3037058195013,"north"
2,33,"male",32.7583198655166,"south"
1,31,"male",31.7215482115534,"north"
6,35,"male",70.6933473476826,"north"
6,31,"female",63.3981977093666,"north"
3,30,"male",42.3446598635887,"south"
3,34,"female",52.8081144916104,"north"
3,39,"male",46.2800911384512,"north"
2,30,"male",54.740709789924,"north"
1,30,"male",79.3964128760845,"south"
2,33,"female",62.9871969315254,"north"
3,35,"male",20.1086958854335,"south"
6,35,"female",30.7,"south"
3,34,"female",36.3535763078019,"south"
6,37,"female",34.2,"south"
1,38,"female",72.9132761925099,"south"
1,30,"female",46.7787449274931,"north"
6,37,"female",56.4,"south"
6,35,"female",62.461468746146,"north"
6,34,"male",52.673245037356,"north"
6,34,"male",30.1,"north"
1,36,"female",42.5772677399126,"north"
2,39,"female",45.0283419333831,"north"
2,30,"female",51.4563814670539,"north"
6,38,"male",22.2,"south"
1,37,"female",53.4152576533838,"south"
3,34,"female",42.3451859243857,"south"
2,39,"male",47.345871924211,"north"
1,36,"female",54.8702246622234,"north"
2,39,"female",42.5811828382407,"south"
6,35,"female",77.7917776426749,"north"
3,31,"male",54.4424268669606,"south"
1,36,"female",80.6056339417179,"north"
1,38,"male",53.4932424895919,"north"
2,34,"female",61.4745488368675,"north"
1,32,"male",67.266308959833,"south"
1,37,"male",53.5226302698853,"north"
2,30,"male",43.434523034155,"north"
3,35,"male",45.6778987481537,"south"
3,38,"female",62.8216763304744,"north"
2,35,"male",26.9348838548542,"south"
2,32,"female",39.5890968721411,"north"
6,38,"female",74.5428989791345,"north"
3,30,"female",54.0889421861489,"north"
2,37,"female",51.2231097074513,"south"
1,35,"female",59.2495658288557,"south"
2,35,"female",49.0263046456679,"south"
3,38,"male",27.6770906076969,"south"
6,36,"male",37.4,"south"
1,33,"female",58.8879756095494,"south"
3,38,"female",60.8200994642907,"south"
3,36,"male",73.3192895779638,"north"
6,36,"female",59.6,"south"
6,35,"female",71.2,"south"
2,39,"female",76.1002521420544,"north"
6,30,"female",46.7,"north"
1,34,"male",75.6460338366808,"north"
2,32,"female",27.9852213728886,"south"
6,31,"male",46.9,"north"
3,37,"female",80.048056367678,"north"
1,38,"male",76.6784473717665,"north"
6,30,"female",54.6,"south"
6,34,"female",45.5,"south"
3,33,"male",41.2905013320053,"south"
1,33,"female",46.689665804544,"north"
6,31,"female",77.8,"south"
1,30,"female",64.1065887812058,"north"
1,35,"female",53.1320759702389,"south"
2,30,"male",40.157455671857,"north"
1,37,"female",81.3799892456159,"north"
1,32,"male",63.0194974668481,"north"
1,34,"male",31.1213873679165,"north"
6,38,"male",33.4,"north"
3,32,"male",56.4544788662662,"south"
6,30,"male",32.9523801597693,"north"
1,37,"male",49.2894198032512,"north"
6,33,"female",41.7,"north"
2,32,"female",35.4986101678794,"south"
2,34,"male",42.6683058061459,"south"
2,38,"female",70.0395313657699,"north"
1,38,"female",41.3373687266907,"south"
2,32,"male",58.6222680654931,"south"
1,35,"female",62.5655160342218,"south"
3,34,"female",68.3149089209431,"north"
1,37,"male",54.7173119628315,"north"
2,32,"female",57.2682998482654,"north"
1,37,"male",53.9435184291813,"north"
6,31,"female",43.5,"south"
6,39,"male",27.4,"south"
6,34,"female",82.1,"south"
1,38,"female",72.7088960782215,"north"
2,38,"male",48.0131934286048,"south"
3,33,"female",71.2439571190563,"north"
2,38,"male",41.5459238612186,"north"
1,35,"male",57.5259492178662,"south"
2,35,"female",48.6176198922134,"north"
6,38,"male",31.2,"south"
3,36,"male",78.65344616516,"north"
6,30,"female",56.7,"south"
1,33,"female",67.5999240381292,"north"
2,37,"female",70.6436149671939,"south"
1,38,"female",56.9990988687285,"south"
6,39,"male",39.7,"north"
2,30,"female",60.6168962154684,"south"
6,39,"female",57.4999712150085,"north"
1,31,"female",69.0840705710322,"north"
1,33,"male",31.1794082048154,"south"
1,37,"male",55.2150297367185,"north"
6,33,"male",25.3,"north"
2,35,"female",77.1296167216469,"south"
1,39,"male",31.9474543943357,"south"
6,34,"female",65.8,"south"
6,32,"male",62.7,"south"
2,38,"male",38.2849005505586,"south"
6,34,"female",32.9,"south"
3,33,"male",27.6773929832172,"north"
3,33,"female",65.6615701082716,"south"
6,37,"female",38.6,"south"
2,34,"female",55.8717454977784,"north"
6,30,"male",40.5,"north"
3,32,"female",44.4881843509424,"south"
1,31,"female",65.3935325513053,"north"
3,38,"male",35.0396939766962,"north"
1,34,"male",38.9681080303707,"south"
2,39,"female",71.4270751321291,"south"
3,38,"female",51.1916196648247,"south"
2,31,"male",50.8351391475607,"south"
3,36,"male",45.4604796180933,"south"
3,33,"female",54.97906214721,"north"
3,39,"female",69.1314474802374,"south"
1,35,"female",42.900087989211,"south"
1,38,"female",64.4144645332156,"north"
6,30,"male",65.2,"north"
1,36,"male",32.5803144676096,"north"
2,36,"female",48.7464852359754,"south"
2,36,"female",28.0101351111228,"north"
6,39,"male",57.6,"north"
1,37,"male",88.740649389267,"north"
6,36,"female",56.2595185149008,"north"
1,32,"female",62.6910959124889,"north"
6,33,"male",31.6,"south"
2,36,"female",52.3277284098987,"south"
3,38,"male",39.8288981316516,"south"
1,37,"female",59.3431803426927,"north"
3,36,"male",62.4016246076851,"north"
1,34,"female",29.718131402359,"north"
3,34,"male",39.1214848551065,"north"
6,32,"female",56.4,"south"
1,38,"female",52.6887218622312,"south"
2,36,"male",62.8516246076851,"north"
2,33,"male",44.6660542833443,"north"
2,37,"male",60.6213173111586,"south"
3,36,"female",26.9903289914383,"south"
3,31,"male",39.7374845396977,"north"
6,38,"male",35.1,"north"
3,33,"female",73.4728994954548,"north"
1,34,"female",71.0665500649916,"north"
1,32,"male",33.891993518165,"south"
3,37,"male",26.6673383878727,"south"
1,37,"male",67.828223667542,"north"
2,32,"female",85.3889227448767,"south"
6,38,"female",49.1,"south"
6,32,"female",74.6594202874177,"north"
2,34,"female",68.5521219652135,"north"
6,35,"male",50.8,"north"
6,35,"female",37.9,"south"
1,35,"female",40.358325614621,"north"
2,31,"female",63.5218210666475,"south"
3,38,"male",42.6987680556992,"north"
3,36,"male",43.2683647337116,"south"
3,33,"female",54.9022331352275,"north"
3,32,"male",33.6142767247402,"south"
1,33,"male",62.7622753986677,"south"
2,30,"female",77.4984918624019,"south"
3,31,"female",48.0786229791866,"south"
2,34,"female",49.4282596147175,"south"
3,34,"male",44.4598791672686,"south"
2,31,"male",31.2975764897905,"north"
3,39,"female",55.9967676267179,"south"
1,31,"female",50.1468074112414,"north"
6,38,"male",38.2418393174066,"north"
6,34,"female",71.4,"south"
2,36,"male",70.5889820430555,"north"
6,36,"male",73.2146549959679,"north"
3,36,"female",35.3837400358721,"north"
2,36,"female",61.0433188302815,"south"
1,30,"male",71.7615976275467,"south"
2,32,"male",75.1257023113422,"north"
1,32,"male",59.540255677807,"north"
2,32,"female",51.1340198230903,"north"
2,35,"female",67.9774852766974,"south"
2,38,"male",30.0706108675329,"north"
2,35,"female",47.829207768289,"north"
3,34,"female",63.8397359888433,"north"
2,30,"female",76.2253864065361,"north"
3,35,"female",40.6181457537971,"south"
6,35,"male",55.1,"north"
1,38,"female",82.4347019809545,"north"
1,34,"female",79.7011314918135,"south"
1,35,"male",50.4660849474424,"south"
1,31,"male",27.4403238762394,"north"
3,30,"male",72.8154419791616,"north"
3,36,"male",57.9166414805018,"north"
1,36,"male",52.847550421322,"south"
6,33,"female",48.7,"south"
2,31,"male",43.4706301950974,"north"
3,32,"male",52.7024864025662,"south"
6,31,"male",22.1723455336081,"north"
1,35,"male",59.9240682513598,"north"
6,38,"female",46.0105087599086,"north"
3,37,"female",59.2673364682035,"south"
3,34,"female",75.7148613488422,"north"
1,38,"female",52.4925424657899,"south"
2,39,"female",66.8715076572879,"north"
6,34,"female",77.3,"south"
6,37,"female",58.6246531621264,"north"
3,32,"male",50.269252792904,"south"
6,33,"female",47.7,"north"
2,36,"male",51.5611825359356,"north"
2,36,"male",52.347550421322,"south"
6,32,"male",48.7,"north"
1,39,"female",56.800288469463,"north"
2,39,"female",67.1088010680485,"south"
3,35,"male",29.6931792723098,"north"
1,35,"female",68.7345778742697,"north"
3,39,"female",41.0291834190207,"south"
3,34,"female",52.1078003820475,"north"
2,30,"female",78.00403004615,"north"
2,34,"male",51.5942903943407,"north"
3,30,"male",44.8766009566818,"south"
2,32,"female",64.1881580516398,"south"
3,36,"female",71.7572120572409,"south"
2,39,"female",32.2767166707566,"north"
6,33,"female",34.8,"south"
2,30,"male",43.6978726071662,"south"
1,30,"male",53.8206406998122,"south"
1,36,"female",45.5510328049897,"south"
2,33,"male",65.7114765218171,"south"
3,34,"female",61.6251385127744,"south"
2,35,"male",43.5234025172558,"north"
1,35,"female",71.8991164627757,"south"
3,31,"male",24.7688589721786,"south"
3,30,"female",64.3401175689353,"south"
6,38,"female",64.3181980572481,"north"
3,31,"female",75.3621122213206,"south"
2,39,"male",46.8429858326163,"south"
2,30,"male",33.210074880493,"south"
6,36,"male",39.3,"north"
1,37,"female",39.1591474520709,"south"
2,31,"male",37.0255178775215,"south"
2,38,"male",38.8876360666045,"south"
3,30,"female",56.4343923253149,"north"
1,36,"female",63.672137068332,"north"
3,35,"female",78.5294424521357,"south"
1,34,"female",39.4728543100475,"north"
3,31,"male",46.6031065107356,"north"
6,30,"female",58,"north"
2,35,"female",82.5011334930831,"north"
3,31,"male",39.4024535609431,"north"
2,33,"male",35.5944191428034,"north"
3,39,"female",64.9288168681308,"north"
3,35,"male",53.4642587762052,"north"
3,31,"male",32.4282264685722,"north"
3,37,"male",45.0642573553981,"north"
2,39,"female",40.6086909367871,"north"
6,39,"female",59.6,"south"
1,31,"female",37.3261169211616,"north"
2,36,"female",64.1974426809927,"north"
2,35,"female",66.0257955083837,"north"
6,33,"female",44.1342243543991,"north"
6,39,"female",80.3485812201237,"north"
1,31,"female",48.6122155412779,"north"
2,32,"male",43.4917947887079,"north"
1,36,"female",30.805601179828,"south"
3,32,"female",68.044345961561,"south"
3,34,"male",72.1941075905768,"north"
1,36,"male",54.5095054186811,"south"
1,39,"male",32.6778498840407,"north"
3,36,"female",62.2756377701505,"north"
6,38,"male",54.9,"north"
1,32,"female",78.3916553989083,"south"
3,31,"male",32.1838496895389,"south"
1,36,"male",61.8183086885264,"south"
2,31,"male",58.4415120091622,"south"
2,30,"male",61.7738033474315,"south"
3,37,"female",71.1846474992195,"north"
3,36,"male",77.4350541175633,"north"
6,34,"female",75.9279355115085,"north"
6,31,"male",75.8,"north"
2,39,"male",30.1222894594292,"north"
2,39,"female",78.5263344640075,"north"
6,34,"male",46.8,"north"
1,31,"female",77.5250829029005,"south"
6,33,"female",70.134549199024,"north"
2,36,"female",85.937419265365,"south"
